txn_id,date,cust_id,product_id,quantity,unit_price,region
1030080,2024-11-09,C1240,P0028,19,4323,central
1030081,2024-11-09,C1281,P0041,2,4360,north
1030082,2024-11-09,C1322,P0054,5,4397,south
1030083,2024-11-09,C1363,P0067,8,4434,east
1030084,2024-11-09,C1404,P0080,11,4471,west
1030085,2024-11-09,C1445,P0093,14,4508,central
1030086,2024-11-09,C1486,P0106,17,4545,north
1030087,2024-11-09,C1027,P0119,20,4582,south
1030088,2024-11-09,C1068,P0132,3,4619,east
1030089,2024-11-09,C1109,P0145,6,4656,west
1030090,2024-11-09,C1150,P0158,9,4693,central
1030091,2024-11-09,C1191,P0171,12,4730,north
1030092,2024-11-09,C1232,P0184,15,4767,south
1030093,2024-11-09,C1273,P0197,18,4804,east
1030094,2024-11-09,C1314,P0010,1,4841,west
1030095,2024-11-09,C1355,P0023,4,4878,central
1030096,2024-11-09,C1396,P0036,7,4915,north
1030097,2024-11-09,C1437,P0049,10,4952,south
1030098,2024-11-09,C1478,P0062,13,4989,east
1030099,2024-11-09,C1019,P0075,16,5026,west
1030100,2024-11-09,C1060,P0088,19,5063,central
1030101,2024-11-09,C1101,P0101,2,5100,north
1030102,2024-11-09,C1142,P0114,5,5137,south
1030103,2024-11-09,C1183,P0127,8,5174,east
1030104,2024-11-09,C1224,P0140,11,5211,west
1030105,2024-11-09,C1265,P0153,14,5248,central
1030106,2024-11-09,C1306,P0166,17,5285,north
1030107,2024-11-09,C1347,P0179,20,5322,south
1030108,2024-11-09,C1388,P0192,3,5359,east
1030109,2024-11-09,C1429,P0005,6,5396,west
1030110,2024-11-09,C1470,P0018,9,5433,central
1030111,2024-11-09,C1011,P0031,12,5470,north
1030112,2024-11-09,C1052,P0044,15,5507,south
1030113,2024-11-09,C1093,P0057,18,5544,east
1030114,2024-11-09,C1134,P0070,1,5581,west
1030115,2024-11-09,C1175,P0083,4,5618,central
1030116,2024-11-09,C1216,P0096,7,5655,north
1030117,2024-11-09,C1257,P0109,10,5692,south
1030118,2024-11-09,C1298,P0122,13,5729,east
1030119,2024-11-09,C1339,P0135,16,5766,west
1030120,2024-11-09,C1380,P0148,19,5803,central
1030121,2024-11-09,C1421,P0161,2,5840,north
1030122,2024-11-09,C1462,P0174,5,5877,south
1030123,2024-11-09,C1003,P0187,8,5914,east
1030124,2024-11-09,C1044,P0200,11,5951,west
1030125,2024-11-09,C1085,P0013,14,5988,central
1030126,2024-11-09,C1126,P0026,17,6025,north
1030127,2024-11-09,C1167,P0039,20,6062,south
1030128,2024-11-09,C1208,P0052,3,6099,east
1030129,2024-11-09,C1249,P0065,6,6136,west
1030130,2024-11-09,C1290,P0078,9,6173,central
1030131,2024-11-09,C1331,P0091,12,6210,north
1030132,2024-11-09,C1372,P0104,15,6247,south
1030133,2024-11-09,C1413,P0117,18,6284,east
1030134,2024-11-09,C1454,P0130,1,6321,west
1030135,2024-11-09,C1495,P0143,4,6358,central
1030136,2024-11-09,C1036,P0156,7,6395,north
1030137,2024-11-09,C1077,P0169,10,6432,south
1030138,2024-11-09,C1118,P0182,13,6469,east
1030139,2024-11-09,C1159,P0195,16,6506,west
1030140,2024-11-09,C1200,P0008,19,6543,central
1030141,2024-11-09,C1241,P0021,2,6580,north
1030142,2024-11-09,C1282,P0034,5,6617,south
1030143,2024-11-09,C1323,P0047,8,6654,east
1030144,2024-11-09,C1364,P0060,11,6691,west
1030145,2024-11-10,C1405,P0073,14,6728,central
1030146,2024-11-10,C1446,P0086,17,6765,north
1030147,2024-11-10,C1487,P0099,20,6802,south
1030148,2024-11-10,C1028,P0112,3,6839,east
1030149,2024-11-10,C1069,P0125,6,6876,west
1030150,2024-11-10,C1110,P0138,9,6913,central
1030151,2024-11-10,C1151,P0151,12,6950,north
1030152,2024-11-10,C1192,P0164,15,6987,south
1030153,2024-11-10,C1233,P0177,18,7024,east
1030154,2024-11-10,C1274,P0190,1,7061,west
1030155,2024-11-10,C1315,P0003,4,7098,central
1030156,2024-11-10,C1356,P0016,7,7135,north
1030157,2024-11-10,C1397,P0029,10,7172,south
1030158,2024-11-10,C1438,P0042,13,7209,east
1030159,2024-11-10,C1479,P0055,16,7246,west
1030160,2024-11-10,C1020,P0068,19,7283,central
1030161,2024-11-10,C1061,P0081,2,7320,north
1030162,2024-11-10,C1102,P0094,5,7357,south
1030163,2024-11-10,C1143,P0107,8,7394,east
1030164,2024-11-10,C1184,P0120,11,7431,west
1030165,2024-11-10,C1225,P0133,14,7468,central
1030166,2024-11-10,C1266,P0146,17,7505,north
1030167,2024-11-10,C1307,P0159,20,7542,south
1030168,2024-11-10,C1348,P0172,3,7579,east
1030169,2024-11-10,C1389,P0185,6,7616,west
1030170,2024-11-10,C1430,P0198,9,7653,central
1030171,2024-11-10,C1471,P0011,12,7690,north
1030172,2024-11-10,C1012,P0024,15,7727,south
1030173,2024-11-10,C1053,P0037,18,7764,east
1030174,2024-11-10,C1094,P0050,1,7801,west
1030175,2024-11-10,C1135,P0063,4,7838,central
1030176,2024-11-10,C1176,P0076,7,7875,north
1030177,2024-11-10,C1217,P0089,10,7912,south
1030178,2024-11-10,C1258,P0102,13,7949,east
1030179,2024-11-10,C1299,P0115,16,7986,west
1030180,2024-11-10,C1340,P0128,19,8023,central
1030181,2024-11-10,C1381,P0141,2,8060,north
1030182,2024-11-10,C1422,P0154,5,8097,south
1030183,2024-11-10,C1463,P0167,8,8134,east
1030184,2024-11-10,C1004,P0180,11,8171,west
1030185,2024-11-10,C1045,P0193,14,8208,central
1030186,2024-11-10,C1086,P0006,17,8245,north
1030187,2024-11-10,C1127,P0019,20,8282,south
1030188,2024-11-10,C1168,P0032,3,8319,east
1030189,2024-11-10,C1209,P0045,6,8356,west
1030190,2024-11-10,C1250,P0058,9,8393,central
1030191,2024-11-10,C1291,P0071,12,8430,north
1030192,2024-11-10,C1332,P0084,15,8467,south
1030193,2024-11-10,C1373,P0097,18,8504,east
1030194,2024-11-10,C1414,P0110,1,8541,west
1030195,2024-11-10,C1455,P0123,4,8578,central
1030196,2024-11-10,C1496,P0136,7,8615,north
1030197,2024-11-10,C1037,P0149,10,8652,south
1030198,2024-11-10,C1078,P0162,13,8689,east
1030199,2024-11-10,C1119,P0175,16,8726,west
1030200,2024-11-10,C1160,P0188,19,8763,central
1030201,2024-11-10,C1201,P0001,2,8800,north
1030202,2024-11-10,C1242,P0014,5,8837,south
1030203,2024-11-10,C1283,P0027,8,8874,east
1030204,2024-11-10,C1324,P0040,11,8911,west
1030205,2024-11-10,C1365,P0053,14,8948,central
1030206,2024-11-10,C1406,P0066,17,8985,north
1030207,2024-11-10,C1447,P0079,20,9022,south
1030208,2024-11-10,C1488,P0092,3,9059,east
1030209,2024-11-10,C1029,P0105,6,9096,west
1030210,2024-11-10,C1070,P0118,9,9133,central
1030211,2024-11-10,C1111,P0131,12,9170,north
1030212,2024-11-10,C1152,P0144,15,9207,south
1030213,2024-11-10,C1193,P0157,18,9244,east
1030214,2024-11-10,C1234,P0170,1,9281,west
1030215,2024-11-10,C1275,P0183,4,9318,central
1030216,2024-11-10,C1316,P0196,7,9355,north
1030217,2024-11-10,C1357,P0009,10,9392,south
1030218,2024-11-10,C1398,P0022,13,9429,east
1030219,2024-11-10,C1439,P0035,16,9466,west
1030220,2024-11-10,C1480,P0048,19,9503,central
1030221,2024-11-10,C1021,P0061,2,9540,north
1030222,2024-11-10,C1062,P0074,5,9577,south
1030223,2024-11-10,C1103,P0087,8,9614,east
1030224,2024-11-10,C1144,P0100,11,9651,west
1030225,2024-11-10,C1185,P0113,14,9688,central
1030226,2024-11-10,C1226,P0126,17,9725,north
1030227,2024-11-10,C1267,P0139,20,9762,south
1030228,2024-11-10,C1308,P0152,3,9799,east
1030229,2024-11-10,C1349,P0165,6,9836,west
1030230,2024-11-10,C1390,P0178,9,9873,central
1030231,2024-11-10,C1431,P0191,12,9910,north
1030232,2024-11-10,C1472,P0004,15,9947,south
1030233,2024-11-10,C1013,P0017,18,9984,east
1030234,2024-11-10,C1054,P0030,1,121,west
1030235,2024-11-10,C1095,P0043,4,158,central
1030236,2024-11-10,C1136,P0056,7,195,north
1030237,2024-11-10,C1177,P0069,10,232,south
1030238,2024-11-10,C1218,P0082,13,269,east
1030239,2024-11-10,C1259,P0095,16,306,west
1030240,2024-11-10,C1300,P0108,19,343,central
1030241,2024-11-11,C1341,P0121,2,380,north
1030242,2024-11-11,C1382,P0134,5,417,south
1030243,2024-11-11,C1423,P0147,8,454,east
1030244,2024-11-11,C1464,P0160,11,491,west
1030245,2024-11-11,C1005,P0173,14,528,central
1030246,2024-11-11,C1046,P0186,17,565,north
1030247,2024-11-11,C1087,P0199,20,602,south
1030248,2024-11-11,C1128,P0012,3,639,east
1030249,2024-11-11,C1169,P0025,6,676,west
1030250,2024-11-11,C1210,P0038,9,713,central
1030251,2024-11-11,C1251,P0051,12,750,north
1030252,2024-11-11,C1292,P0064,15,787,south
1030253,2024-11-11,C1333,P0077,18,824,east
1030254,2024-11-11,C1374,P0090,1,861,west
1030255,2024-11-11,C1415,P0103,4,898,central
1030256,2024-11-11,C1456,P0116,7,935,north
1030257,2024-11-11,C1497,P0129,10,972,south
1030258,2024-11-11,C1038,P0142,13,1009,east
1030259,2024-11-11,C1079,P0155,16,1046,west
1030260,2024-11-11,C1120,P0168,19,1083,central
1030261,2024-11-11,C1161,P0181,2,1120,north
1030262,2024-11-11,C1202,P0194,5,1157,south
1030263,2024-11-11,C1243,P0007,8,1194,east
1030264,2024-11-11,C1284,P0020,11,1231,west
1030265,2024-11-11,C1325,P0033,14,1268,central
1030266,2024-11-11,C1366,P0046,17,1305,north
1030267,2024-11-11,C1407,P0059,20,1342,south
1030268,2024-11-11,C1448,P0072,3,1379,east
1030269,2024-11-11,C1489,P0085,6,1416,west
1030270,2024-11-11,C1030,P0098,9,1453,central
1030271,2024-11-11,C1071,P0111,12,1490,north
1030272,2024-11-11,C1112,P0124,15,1527,south
1030273,2024-11-11,C1153,P0137,18,1564,east
1030274,2024-11-11,C1194,P0150,1,1601,west
1030275,2024-11-11,C1235,P0163,4,1638,central
1030276,2024-11-11,C1276,P0176,7,1675,north
1030277,2024-11-11,C1317,P0189,10,1712,south
1030278,2024-11-11,C1358,P0002,13,1749,east
1030279,2024-11-11,C1399,P0015,16,1786,west
1030280,2024-11-11,C1440,P0028,19,1823,central
1030281,2024-11-11,C1481,P0041,2,1860,north
1030282,2024-11-11,C1022,P0054,5,1897,south
1030283,2024-11-11,C1063,P0067,8,1934,east
1030284,2024-11-11,C1104,P0080,11,1971,west
1030285,2024-11-11,C1145,P0093,14,2008,central
1030286,2024-11-11,C1186,P0106,17,2045,north
1030287,2024-11-11,C1227,P0119,20,2082,south
1030288,2024-11-11,C1268,P0132,3,2119,east
1030289,2024-11-11,C1309,P0145,6,2156,west
1030290,2024-11-11,C1350,P0158,9,2193,central
1030291,2024-11-11,C1391,P0171,12,2230,north
1030292,2024-11-11,C1432,P0184,15,2267,south
1030293,2024-11-11,C1473,P0197,18,2304,east
1030294,2024-11-11,C1014,P0010,1,2341,west
1030295,2024-11-11,C1055,P0023,4,2378,central
1030296,2024-11-11,C1096,P0036,7,2415,north
1030297,2024-11-11,C1137,P0049,10,2452,south
1030298,2024-11-11,C1178,P0062,13,2489,east
1030299,2024-11-11,C1219,P0075,16,2526,west
1030300,2024-11-11,C1260,P0088,19,2563,central
1030301,2024-11-11,C1301,P0101,2,2600,north
1030302,2024-11-11,C1342,P0114,5,2637,south
1030303,2024-11-11,C1383,P0127,8,2674,east
1030304,2024-11-11,C1424,P0140,11,2711,west
1030305,2024-11-11,C1465,P0153,14,2748,central
1030306,2024-11-11,C1006,P0166,17,2785,north
1030307,2024-11-11,C1047,P0179,20,2822,south
1030308,2024-11-11,C1088,P0192,3,2859,east
1030309,2024-11-11,C1129,P0005,6,2896,west
1030310,2024-11-11,C1170,P0018,9,2933,central
1030311,2024-11-11,C1211,P0031,12,2970,north
1030312,2024-11-11,C1252,P0044,15,3007,south
1030313,2024-11-11,C1293,P0057,18,3044,east
1030314,2024-11-11,C1334,P0070,1,3081,west
1030315,2024-11-11,C1375,P0083,4,3118,central
1030316,2024-11-11,C1416,P0096,7,3155,north
1030317,2024-11-11,C1457,P0109,10,3192,south
1030318,2024-11-11,C1498,P0122,13,3229,east
1030319,2024-11-11,C1039,P0135,16,3266,west
1030320,2024-11-11,C1080,P0148,19,3303,central
1030321,2024-11-11,C1121,P0161,2,3340,north
1030322,2024-11-11,C1162,P0174,5,3377,south
1030323,2024-11-11,C1203,P0187,8,3414,east
1030324,2024-11-11,C1244,P0200,11,3451,west
1030325,2024-11-11,C1285,P0013,14,3488,central
1030326,2024-11-11,C1326,P0026,17,3525,north
1030327,2024-11-11,C1367,P0039,20,3562,south
1030328,2024-11-11,C1408,P0052,3,3599,east
1030329,2024-11-11,C1449,P0065,6,3636,west
1030330,2024-11-11,C1490,P0078,9,3673,central
1030331,2024-11-11,C1031,P0091,12,3710,north
1030332,2024-11-11,C1072,P0104,15,3747,south
1030333,2024-11-11,C1113,P0117,18,3784,east
1030334,2024-11-11,C1154,P0130,1,3821,west
1030335,2024-11-11,C1195,P0143,4,3858,central
1030336,2024-11-11,C1236,P0156,7,3895,north
1030337,2024-11-12,C1277,P0169,10,3932,south
1030338,2024-11-12,C1318,P0182,13,3969,east
1030339,2024-11-12,C1359,P0195,16,4006,west
1030340,2024-11-12,C1400,P0008,19,4043,central
1030341,2024-11-12,C1441,P0021,2,4080,north
1030342,2024-11-12,C1482,P0034,5,4117,south
1030343,2024-11-12,C1023,P0047,8,4154,east
1030344,2024-11-12,C1064,P0060,11,4191,west
1030345,2024-11-12,C1105,P0073,14,4228,central
1030346,2024-11-12,C1146,P0086,17,4265,north
1030347,2024-11-12,C1187,P0099,20,4302,south
1030348,2024-11-12,C1228,P0112,3,4339,east
1030349,2024-11-12,C1269,P0125,6,4376,west
1030350,2024-11-12,C1310,P0138,9,4413,central
1030351,2024-11-12,C1351,P0151,12,4450,north
1030352,2024-11-12,C1392,P0164,15,4487,south
1030353,2024-11-12,C1433,P0177,18,4524,east
1030354,2024-11-12,C1474,P0190,1,4561,west
1030355,2024-11-12,C1015,P0003,4,4598,central
1030356,2024-11-12,C1056,P0016,7,4635,north
1030357,2024-11-12,C1097,P0029,10,4672,south
1030358,2024-11-12,C1138,P0042,13,4709,east
1030359,2024-11-12,C1179,P0055,16,4746,west
1030360,2024-11-12,C1220,P0068,19,4783,central
1030361,2024-11-12,C1261,P0081,2,4820,north
1030362,2024-11-12,C1302,P0094,5,4857,south
1030363,2024-11-12,C1343,P0107,8,4894,east
1030364,2024-11-12,C1384,P0120,11,4931,west
1030365,2024-11-12,C1425,P0133,14,4968,central
1030366,2024-11-12,C1466,P0146,17,5005,north
1030367,2024-11-12,C1007,P0159,20,5042,south
1030368,2024-11-12,C1048,P0172,3,5079,east
1030369,2024-11-12,C1089,P0185,6,5116,west
1030370,2024-11-12,C1130,P0198,9,5153,central
1030371,2024-11-12,C1171,P0011,12,5190,north
1030372,2024-11-12,C1212,P0024,15,5227,south
1030373,2024-11-12,C1253,P0037,18,5264,east
1030374,2024-11-12,C1294,P0050,1,5301,west
1030375,2024-11-12,C1335,P0063,4,5338,central
1030376,2024-11-12,C1376,P0076,7,5375,north
1030377,2024-11-12,C1417,P0089,10,5412,south
1030378,2024-11-12,C1458,P0102,13,5449,east
1030379,2024-11-12,C1499,P0115,16,5486,west
1030380,2024-11-12,C1040,P0128,19,5523,central
1030381,2024-11-12,C1081,P0141,2,5560,north
1030382,2024-11-12,C1122,P0154,5,5597,south
1030383,2024-11-12,C1163,P0167,8,5634,east
1030384,2024-11-12,C1204,P0180,11,5671,west
1030385,2024-11-12,C1245,P0193,14,5708,central
1030386,2024-11-12,C1286,P0006,17,5745,north
1030387,2024-11-12,C1327,P0019,20,5782,south
1030388,2024-11-12,C1368,P0032,3,5819,east
1030389,2024-11-12,C1409,P0045,6,5856,west
1030390,2024-11-12,C1450,P0058,9,5893,central
1030391,2024-11-12,C1491,P0071,12,5930,north
1030392,2024-11-12,C1032,P0084,15,5967,south
1030393,2024-11-12,C1073,P0097,18,6004,east
1030394,2024-11-12,C1114,P0110,1,6041,west
1030395,2024-11-12,C1155,P0123,4,6078,central
1030396,2024-11-12,C1196,P0136,7,6115,north
1030397,2024-11-12,C1237,P0149,10,6152,south
1030398,2024-11-12,C1278,P0162,13,6189,east
1030399,2024-11-12,C1319,P0175,16,6226,west
1030400,2024-11-12,C1360,P0188,19,6263,central
1030401,2024-11-12,C1401,P0001,2,6300,north
1030402,2024-11-12,C1442,P0014,5,6337,south
1030403,2024-11-12,C1483,P0027,8,6374,east
1030404,2024-11-12,C1024,P0040,11,6411,west
1030405,2024-11-12,C1065,P0053,14,6448,central
1030406,2024-11-12,C1106,P0066,17,6485,north
1030407,2024-11-12,C1147,P0079,20,6522,south
1030408,2024-11-12,C1188,P0092,3,6559,east
1030409,2024-11-12,C1229,P0105,6,6596,west
1030410,2024-11-12,C1270,P0118,9,6633,central
1030411,2024-11-12,C1311,P0131,12,6670,north
1030412,2024-11-12,C1352,P0144,15,6707,south
1030413,2024-11-12,C1393,P0157,18,6744,east
1030414,2024-11-12,C1434,P0170,1,6781,west
1030415,2024-11-12,C1475,P0183,4,6818,central
1030416,2024-11-12,C1016,P0196,7,6855,north
1030417,2024-11-12,C1057,P0009,10,6892,south
1030418,2024-11-12,C1098,P0022,13,6929,east
1030419,2024-11-12,C1139,P0035,16,6966,west
1030420,2024-11-12,C1180,P0048,19,7003,central
1030421,2024-11-12,C1221,P0061,2,7040,north
1030422,2024-11-12,C1262,P0074,5,7077,south
1030423,2024-11-12,C1303,P0087,8,7114,east
1030424,2024-11-12,C1344,P0100,11,7151,west
1030425,2024-11-12,C1385,P0113,14,7188,central
1030426,2024-11-12,C1426,P0126,17,7225,north
1030427,2024-11-12,C1467,P0139,20,7262,south
1030428,2024-11-12,C1008,P0152,3,7299,east
1030429,2024-11-12,C1049,P0165,6,7336,west
1030430,2024-11-12,C1090,P0178,9,7373,central
1030431,2024-11-12,C1131,P0191,12,7410,north
1030432,2024-11-12,C1172,P0004,15,7447,south
1030433,2024-11-13,C1213,P0017,18,7484,east
1030434,2024-11-13,C1254,P0030,1,7521,west
1030435,2024-11-13,C1295,P0043,4,7558,central
1030436,2024-11-13,C1336,P0056,7,7595,north
1030437,2024-11-13,C1377,P0069,10,7632,south
1030438,2024-11-13,C1418,P0082,13,7669,east
1030439,2024-11-13,C1459,P0095,16,7706,west
1030440,2024-11-13,C1500,P0108,19,7743,central
1030441,2024-11-13,C1041,P0121,2,7780,north
1030442,2024-11-13,C1082,P0134,5,7817,south
1030443,2024-11-13,C1123,P0147,8,7854,east
1030444,2024-11-13,C1164,P0160,11,7891,west
1030445,2024-11-13,C1205,P0173,14,7928,central
1030446,2024-11-13,C1246,P0186,17,7965,north
1030447,2024-11-13,C1287,P0199,20,8002,south
1030448,2024-11-13,C1328,P0012,3,8039,east
1030449,2024-11-13,C1369,P0025,6,8076,west
1030450,2024-11-13,C1410,P0038,9,8113,central
1030451,2024-11-13,C1451,P0051,12,8150,north
1030452,2024-11-13,C1492,P0064,15,8187,south
1030453,2024-11-13,C1033,P0077,18,8224,east
1030454,2024-11-13,C1074,P0090,1,8261,west
1030455,2024-11-13,C1115,P0103,4,8298,central
1030456,2024-11-13,C1156,P0116,7,8335,north
1030457,2024-11-13,C1197,P0129,10,8372,south
1030458,2024-11-13,C1238,P0142,13,8409,east
1030459,2024-11-13,C1279,P0155,16,8446,west
1030460,2024-11-13,C1320,P0168,19,8483,central
1030461,2024-11-13,C1361,P0181,2,8520,north
1030462,2024-11-13,C1402,P0194,5,8557,south
1030463,2024-11-13,C1443,P0007,8,8594,east
1030464,2024-11-13,C1484,P0020,11,8631,west
1030465,2024-11-13,C1025,P0033,14,8668,central
1030466,2024-11-13,C1066,P0046,17,8705,north
1030467,2024-11-13,C1107,P0059,20,8742,south
1030468,2024-11-13,C1148,P0072,3,8779,east
1030469,2024-11-13,C1189,P0085,6,8816,west
1030470,2024-11-13,C1230,P0098,9,8853,central
1030471,2024-11-13,C1271,P0111,12,8890,north
1030472,2024-11-13,C1312,P0124,15,8927,south
1030473,2024-11-13,C1353,P0137,18,8964,east
1030474,2024-11-13,C1394,P0150,1,9001,west
1030475,2024-11-13,C1435,P0163,4,9038,central
1030476,2024-11-13,C1476,P0176,7,9075,north
1030477,2024-11-13,C1017,P0189,10,9112,south
1030478,2024-11-13,C1058,P0002,13,9149,east
1030479,2024-11-13,C1099,P0015,16,9186,west
1030480,2024-11-13,C1140,P0028,19,9223,central
1030481,2024-11-13,C1181,P0041,2,9260,north
1030482,2024-11-13,C1222,P0054,5,9297,south
1030483,2024-11-13,C1263,P0067,8,9334,east
1030484,2024-11-13,C1304,P0080,11,9371,west
1030485,2024-11-13,C1345,P0093,14,9408,central
1030486,2024-11-13,C1386,P0106,17,9445,north
1030487,2024-11-13,C1427,P0119,20,9482,south
1030488,2024-11-13,C1468,P0132,3,9519,east
1030489,2024-11-13,C1009,P0145,6,9556,west
1030490,2024-11-13,C1050,P0158,9,9593,central
1030491,2024-11-13,C1091,P0171,12,9630,north
1030492,2024-11-13,C1132,P0184,15,9667,south
1030493,2024-11-13,C1173,P0197,18,9704,east
1030494,2024-11-13,C1214,P0010,1,9741,west
1030495,2024-11-13,C1255,P0023,4,9778,central
1030496,2024-11-13,C1296,P0036,7,9815,north
1030497,2024-11-13,C1337,P0049,10,9852,south
1030498,2024-11-13,C1378,P0062,13,9889,east
1030499,2024-11-13,C1419,P0075,16,9926,west
1030500,2024-11-13,C1460,P0088,19,9963,central
1030501,2024-11-13,C1001,P0101,2,100,north
1030502,2024-11-13,C1042,P0114,5,137,south
1030503,2024-11-13,C1083,P0127,8,174,east
1030504,2024-11-13,C1124,P0140,11,211,west
1030505,2024-11-13,C1165,P0153,14,248,central
1030506,2024-11-13,C1206,P0166,17,285,north
1030507,2024-11-13,C1247,P0179,20,322,south
1030508,2024-11-13,C1288,P0192,3,359,east
1030509,2024-11-13,C1329,P0005,6,396,west
1030510,2024-11-13,C1370,P0018,9,433,central
1030511,2024-11-13,C1411,P0031,12,470,north
1030512,2024-11-13,C1452,P0044,15,507,south
1030513,2024-11-13,C1493,P0057,18,544,east
1030514,2024-11-13,C1034,P0070,1,581,west
1030515,2024-11-13,C1075,P0083,4,618,central
1030516,2024-11-13,C1116,P0096,7,655,north
1030517,2024-11-13,C1157,P0109,10,692,south
1030518,2024-11-13,C1198,P0122,13,729,east
1030519,2024-11-13,C1239,P0135,16,766,west
1030520,2024-11-13,C1280,P0148,19,803,central
1030521,2024-11-13,C1321,P0161,2,840,north
1030522,2024-11-13,C1362,P0174,5,877,south
1030523,2024-11-13,C1403,P0187,8,914,east
1030524,2024-11-13,C1444,P0200,11,951,west
1030525,2024-11-13,C1485,P0013,14,988,central
1030526,2024-11-13,C1026,P0026,17,1025,north
1030527,2024-11-13,C1067,P0039,20,1062,south
1030528,2024-11-13,C1108,P0052,3,1099,east
1030529,2024-11-14,C1149,P0065,6,1136,west
1030530,2024-11-14,C1190,P0078,9,1173,central
1030531,2024-11-14,C1231,P0091,12,1210,north
1030532,2024-11-14,C1272,P0104,15,1247,south
1030533,2024-11-14,C1313,P0117,18,1284,east
1030534,2024-11-14,C1354,P0130,1,1321,west
1030535,2024-11-14,C1395,P0143,4,1358,central
1030536,2024-11-14,C1436,P0156,7,1395,north
1030537,2024-11-14,C1477,P0169,10,1432,south
1030538,2024-11-14,C1018,P0182,13,1469,east
1030539,2024-11-14,C1059,P0195,16,1506,west
1030540,2024-11-14,C1100,P0008,19,1543,central
1030541,2024-11-14,C1141,P0021,2,1580,north
1030542,2024-11-14,C1182,P0034,5,1617,south
1030543,2024-11-14,C1223,P0047,8,1654,east
1030544,2024-11-14,C1264,P0060,11,1691,west
1030545,2024-11-14,C1305,P0073,14,1728,central
1030546,2024-11-14,C1346,P0086,17,1765,north
1030547,2024-11-14,C1387,P0099,20,1802,south
1030548,2024-11-14,C1428,P0112,3,1839,east
1030549,2024-11-14,C1469,P0125,6,1876,west
1030550,2024-11-14,C1010,P0138,9,1913,central
1030551,2024-11-14,C1051,P0151,12,1950,north
1030552,2024-11-14,C1092,P0164,15,1987,south
1030553,2024-11-14,C1133,P0177,18,2024,east
1030554,2024-11-14,C1174,P0190,1,2061,west
1030555,2024-11-14,C1215,P0003,4,2098,central
1030556,2024-11-14,C1256,P0016,7,2135,north
1030557,2024-11-14,C1297,P0029,10,2172,south
1030558,2024-11-14,C1338,P0042,13,2209,east
1030559,2024-11-14,C1379,P0055,16,2246,west
1030560,2024-11-14,C1420,P0068,19,2283,central
1030561,2024-11-14,C1461,P0081,2,2320,north
1030562,2024-11-14,C1002,P0094,5,2357,south
1030563,2024-11-14,C1043,P0107,8,2394,east
1030564,2024-11-14,C1084,P0120,11,2431,west
1030565,2024-11-14,C1125,P0133,14,2468,central
1030566,2024-11-14,C1166,P0146,17,2505,north
1030567,2024-11-14,C1207,P0159,20,2542,south
1030568,2024-11-14,C1248,P0172,3,2579,east
1030569,2024-11-14,C1289,P0185,6,2616,west
1030570,2024-11-14,C1330,P0198,9,2653,central
1030571,2024-11-14,C1371,P0011,12,2690,north
1030572,2024-11-14,C1412,P0024,15,2727,south
1030573,2024-11-14,C1453,P0037,18,2764,east
1030574,2024-11-14,C1494,P0050,1,2801,west
1030575,2024-11-14,C1035,P0063,4,2838,central
1030576,2024-11-14,C1076,P0076,7,2875,north
1030577,2024-11-14,C1117,P0089,10,2912,south
1030578,2024-11-14,C1158,P0102,13,2949,east
1030579,2024-11-14,C1199,P0115,16,2986,west
1030580,2024-11-14,C1240,P0128,19,3023,central
1030581,2024-11-14,C1281,P0141,2,3060,north
1030582,2024-11-14,C1322,P0154,5,3097,south
1030583,2024-11-14,C1363,P0167,8,3134,east
1030584,2024-11-14,C1404,P0180,11,3171,west
1030585,2024-11-14,C1445,P0193,14,3208,central
1030586,2024-11-14,C1486,P0006,17,3245,north
1030587,2024-11-14,C1027,P0019,20,3282,south
1030588,2024-11-14,C1068,P0032,3,3319,east
1030589,2024-11-14,C1109,P0045,6,3356,west
1030590,2024-11-14,C1150,P0058,9,3393,central
1030591,2024-11-14,C1191,P0071,12,3430,north
1030592,2024-11-14,C1232,P0084,15,3467,south
1030593,2024-11-14,C1273,P0097,18,3504,east
1030594,2024-11-14,C1314,P0110,1,3541,west
1030595,2024-11-14,C1355,P0123,4,3578,central
1030596,2024-11-14,C1396,P0136,7,3615,north
1030597,2024-11-14,C1437,P0149,10,3652,south
1030598,2024-11-14,C1478,P0162,13,3689,east
1030599,2024-11-14,C1019,P0175,16,3726,west
1030600,2024-11-14,C1060,P0188,19,3763,central
1030601,2024-11-14,C1101,P0001,2,3800,north
1030602,2024-11-14,C1142,P0014,5,3837,south
1030603,2024-11-14,C1183,P0027,8,3874,east
1030604,2024-11-14,C1224,P0040,11,3911,west
1030605,2024-11-14,C1265,P0053,14,3948,central
1030606,2024-11-14,C1306,P0066,17,3985,north
1030607,2024-11-14,C1347,P0079,20,4022,south
1030608,2024-11-14,C1388,P0092,3,4059,east
1030609,2024-11-14,C1429,P0105,6,4096,west
1030610,2024-11-14,C1470,P0118,9,4133,central
1030611,2024-11-14,C1011,P0131,12,4170,north
1030612,2024-11-14,C1052,P0144,15,4207,south
1030613,2024-11-14,C1093,P0157,18,4244,east
1030614,2024-11-14,C1134,P0170,1,4281,west
1030615,2024-11-14,C1175,P0183,4,4318,central
1030616,2024-11-14,C1216,P0196,7,4355,north
1030617,2024-11-14,C1257,P0009,10,4392,south
1030618,2024-11-14,C1298,P0022,13,4429,east
